brand,handle,selectionReason,authentic,authenticVia,suggestedBucket,postUrl,imageUrl,isVideo,likes,comments,engagement,datePosted,stale,caption
Just Herbs,justherbsindia,authentic,true,exact,direct,https://www.instagram.com/p/DT5N-Z_DOX-/,https://storage.googleapis.com/platform-storage-prod-sg/image/8a318577ea3d446b9e7b24891f93e856/87c73e042e3e4222aacaaff2dde861c3.jpeg,false,21,1,22,2026-01-24,false,"One bottle. Suits all hair types. Less hair on your floor, more on your head. ✨ It’s time to switch ⏳ Just Herbs Anti Hairfall Shampoo- Shop now from the link in bio 🛍️🌿 #justhe…"
Just Herbs,justherbsindia,authentic,true,exact,direct,https://www.instagram.com/p/DTiJxrJjBuB/,https://storage.googleapis.com/platform-storage-prod-sg/image/8a318577ea3d446b9e7b24891f93e856/1af70e2855b54ccb92d761350963b42f.jpeg,false,20,1,21,2026-01-15,false,"If your hair brush could talk, it would file a complaint. 😮‍💨 Investigation in progress. #MissingHairStrands #justherbs #justherbsindia #cleanbeauty #hairfallsolution"
Kama Ayurveda,kamaayurveda,authentic,true,exact,direct,https://www.instagram.com/p/Db-5xl_gUIT/,https://storage.googleapis.com/platform-storage-prod-sg/image/8a318577ea3d446b9e7b24891f93e856/31437cf1106a492b93d14c1f389fe844.jpeg,false,19,0,19,2026-08-13,false,"One ritual, four essential steps and an endless glow ✨ Discover the Summer Glow Routine: your four essential steps for radiant, healthy-looking skin all summer long. Featuring the…"
Kama Ayurveda,kamaayurveda,authentic,true,exact,direct,https://www.instagram.com/p/DbGMsoxuRyx/,,false,19,0,19,2026-07-22,false,Summer’s most essential ritual ☀️ Amsuman Daily Sun Shield SPF50: blends Ayurvedic ingredients with advanced sun care technology to deliver broad-spectrum protection in a lightwei…
Just Herbs,justherbsindia,authentic,true,exact,direct,https://www.instagram.com/p/DTSkYWhDEtC/,https://storage.googleapis.com/platform-storage-prod-sg/image/8a318577ea3d446b9e7b24891f93e856/dd2dcce13a2b486683e48f363a1b2f4e.jpeg,true,18,0,18,2026-01-09,false,"A duo that works like a winter jacket for your face- hydrating, nourishing, and keeping your skin calm & comfortable all day. ✨🌿 ✨ Glow days (thanks to 24K Gold + Bakuchi Oil Ser…"
Just Herbs,justherbsindia,authentic,true,exact,direct,https://www.instagram.com/p/DRFWSlsDOX0/,https://storage.googleapis.com/platform-storage-prod-sg/image/8a318577ea3d446b9e7b24891f93e856/3776150aab524f6dbd088de4ef56739f.jpeg,false,14,1,15,2025-11-15,false,"We’ll not let the winter dull your sparkle. Stay tuned, the glow drops soon ✨️🌿 #JustHerbs #JustHerbsIndia #CleanBeauty #AyurvedicMakeup"
Just Herbs,justherbsindia,authentic,true,exact,direct,https://www.instagram.com/p/DTxgXJGDECp/,https://storage.googleapis.com/platform-storage-prod-sg/image/8a318577ea3d446b9e7b24891f93e856/20132ca3587642d486b2794b0d78b492.jpeg,false,13,0,13,2026-01-21,false,"8× hair fall reduction, visibly smoother, shinier & softer hair- proven, not just promised. 🌿 Because performance always comes first. Anti Hairfall Shampoo- shop now from the lin…"
Khadi Natural,khadinatural,authentic,true,exact,direct,https://www.instagram.com/p/DXUGyFSk1Xz/,https://storage.googleapis.com/platform-storage-prod-sg/image/8a318577ea3d446b9e7b24891f93e856/10ef7201220d4803b8974acc947ffd52.jpg,false,,8,8,2026-04-19,false,Turn your daily shower into a moment of calm 🌿✨ Let the calming aroma melt away stress with the Khadi Natural's Lavender & Ylang Ylang Body Wash 💜 💧 SLS & Paraben Free 🌸 Relax…
Khadi Natural,khadinatural,authentic,true,exact,direct,https://www.instagram.com/p/DYbSoajE_5e/,https://storage.googleapis.com/platform-storage-prod-sg/image/8a318577ea3d446b9e7b24891f93e856/61e3f43a93b840ffa272aebbeabd2b05.jpg,false,,7,7,2026-05-17,false,"Say goodbye to dry, lifeless hair and hello to soft, nourished strands with the refreshing goodness of Orange & Lemongrass 🍊✨ This SLS & Paraben Free conditioner helps restore sh…"
Khadi Natural,khadinatural,authentic,true,exact,direct,https://www.instagram.com/p/Daks0alTwT3/,https://storage.googleapis.com/platform-storage-prod-sg/image/8a318577ea3d446b9e7b24891f93e856/49a6b7a25dce4221b936be4743a2e32b.jpg,false,,4,4,2026-07-09,false,Every memorable stay begins with thoughtful details. We're bringing premium hotel amenities and curated gifting solutions to India International Hospitality Expo (IIHE) 2026. Comi…
Khadi Natural,khadinatural,authentic,true,exact,direct,https://www.instagram.com/p/DbdeEvPzU_t/,https://storage.googleapis.com/platform-storage-prod-sg/image/8a318577ea3d446b9e7b24891f93e856/a7936ddb4b314fb894aaf62cd7ee7ada.jpg,false,,2,2,2026-07-31,false,"✨ Day 2 at Gifts World Expo 2026 was all about great conversations, new connections, and gifting inspiration! Thank you to everyone who stopped by the Khadi Natural booth, we love…"
Khadi Natural,khadinatural,authentic,true,exact,direct,https://www.instagram.com/p/DZnBS79sH9t/,,false,,2,2,2026-06-15,false,"Skin emergency? Break the ice with Neem...💯 A simple step towards skin that feels fresh, clean, and revitalized every day! Feel refreshed Feel balanced Feel naturally cared for..…"
Khadi Natural,khadinatural,authentic,true,exact,direct,https://www.instagram.com/p/DZpZwxbTYBz/,https://storage.googleapis.com/platform-storage-prod-sg/image/8a318577ea3d446b9e7b24891f93e856/20adf54d4f2d4662a3e1fe84e85a251f.jpg,false,,1,1,2026-06-16,false,"We're Coming to Gifts World Expo Delhi 2026! Excited to announce that we will be showcasing at Gifts World Expo 2026, one of India's leading gifting and promotional solutions exhi…"
Khadi Natural,khadinatural,authentic,true,exact,direct,https://www.instagram.com/p/DYYoaV6TfDj/,https://storage.googleapis.com/platform-storage-prod-sg/image/8a318577ea3d446b9e7b24891f93e856/56ef7b2f345849b08c838f1696b2ae1b.jpg,false,,1,1,2026-05-16,false,"Hydration, freshness, and the timeless goodness of roses, all in one bottle 🌹✨ Refresh your skin the natural way with Khadi Natural Rose Water Herbal Skin Toner. Perfect for your…"
Khadi Natural,khadinatural,authentic,true,exact,direct,https://www.instagram.com/p/DbXp8TMTLl5/,https://storage.googleapis.com/platform-storage-prod-sg/image/8a318577ea3d446b9e7b24891f93e856/a63868f2e348425c930123706bc86f61.jpg,false,,0,0,2026-07-29,false,✨ Just 1 day to go! The wait is almost over! Unwrap moments that matter with Khadi Natural Giftings at Gifts World Expo 2026. Explore our premium gifting collections designed to m…
Khadi Natural,khadinatural,authentic,true,exact,direct,https://www.instagram.com/p/DbUtKNIzAPH/,https://storage.googleapis.com/platform-storage-prod-sg/image/8a318577ea3d446b9e7b24891f93e856/8c62fff4f60749948c7a709cef8218d5.jpg,false,,0,0,2026-07-28,false,"Only 2 Days to Go! 🎁✨ Join us at Gifts World Expo 2026 and explore our thoughtfully curated collection of premium wellness and luxury gifting solutions, perfect for corporate gif…"
Khadi Natural,khadinatural,authentic,true,exact,direct,https://www.instagram.com/p/DbbMPBizKD1/,https://storage.googleapis.com/platform-storage-prod-sg/image/8a318577ea3d446b9e7b24891f93e856/60baaf8f3c494bf7b46b373cf5328880.jpg,false,,0,0,2026-07-30,false,"What a wonderful start! ✨ Day 1 at Gifts World Expo 2026 was filled with inspiring interactions, valuable connections, and unforgettable moments. Thank you for making our first da…"
Khadi Natural,khadinatural,authentic,true,exact,direct,https://www.instagram.com/p/DX3YmeKE7tT/,https://storage.googleapis.com/platform-storage-prod-sg/image/8a318577ea3d446b9e7b24891f93e856/3666179df6cd4bf5a44666dfa0345550.jpg,false,,0,0,2026-05-03,false,"Turn your bath into a moment of pure bliss 🛁✨ Our salt-infused bath blends are designed to relax tired muscles, soothe the senses, and restore your natural glow. 🌿 Which one are…"
